iteration	score	total_return_pct	max_dd_pct	dd_violated	wr_violated	total_trades	win_rate	sharpe	pf	delta	status	description
1	0.0	-14.0	111.06	True	False	299	39.46	-2.1695	0.7858	0.0	DISCARD	REGIME_PRICE_VS_200_WEIGHT 0.5->0.2
2	0.0	-10.12	111.79	True	False	220	36.82	3.9983	1.0234	0.0	DISCARD	BULL_WEIGHT_VIX 0.1->0.2
3	0.0	-8.88	111.73	True	False	196	38.27	4.0064	0.9009	0.0	DISCARD	SIDE_WEIGHT_MOMENTUM 0.2->0.25
4	0.0	-8.02	112.87	True	False	159	38.36	4.0954	0.9762	0.0	DISCARD	BULL_COMPOSITE_THRESHOLD 0.35->0.45
5	0.0	-8.88	111.73	True	False	196	38.27	4.0064	0.9009	0.0	DISCARD	ADAPTIVE_TP_VIX_HIGH_SCALE 1.3->2.0
6	0.0	-7.35	85.61	True	False	194	37.11	7.0633	0.9576	0.0	KEEP	BEAR_WEIGHT_RSI 0.15->0.1
7	0.0	-7.35	85.61	True	False	194	37.11	7.0633	0.9576	0.0	DISCARD	MOMENTUM_RSI_EXTREME 75->85
8	0.0	-8.49	114.14	True	False	205	40.0	3.5388	0.7967	0.0	DISCARD	BB_PERIOD 25->10
9	0.0	-7.48	85.65	True	False	196	36.73	7.3592	0.8796	0.0	DISCARD	SENTIMENT_THRESHOLD_BOOST 0.05->0.1
10	0.0	-17.83	143.03	True	False	335	41.19	7.3287	0.9489	0.0	DISCARD	SMA_FAST 30->10
11	0.0	-7.35	85.61	True	False	194	37.11	7.0633	0.9576	0.0	DISCARD	SIDE_TRAILING_ATR_MULT 0.5->2.0
12	0.0	-7.35	85.61	True	False	194	37.11	7.0633	0.9576	0.0	DISCARD	GARCH_VOL_DECREASE_SCALE 0.85->1.0
13	0.0	-8.5	140.91	True	False	198	37.88	5.4636	0.9179	0.0	DISCARD	VOLUME_DRY_THRESHOLD 0.7->0.3
14	0.0	-6.65	82.74	True	False	182	37.91	6.6073	0.928	0.0	KEEP	RSI_PERIOD 7->10
15	0.0	-6.65	82.74	True	False	182	37.91	6.6073	0.928	0.0	DISCARD	SIDE_WEIGHT_SENTIMENT 0.1->0.0
16	0.0	-6.65	82.74	True	False	182	37.91	6.6073	0.928	0.0	DISCARD	GARCH_VOL_INCREASE_SCALE 1.2->1.0
17	0.0	-6.91	82.74	True	False	194	40.21	6.4306	0.9537	0.0	DISCARD	REGIME_PARTICLE_WEIGHT 0.1->0.2
18	0.0	-6.65	82.74	True	False	182	37.91	6.6073	0.928	0.0	DISCARD	ADAPTIVE_STOP_CREDIT_STRESS_SCALE 0.9->1.0
19	0.0	-6.65	82.74	True	False	182	37.91	6.6073	0.928	0.0	DISCARD	DIP_BUY_RSI_THRESHOLD 40->30
20	-2.33	-4.27	45.31	False	False	183	38.25	3.0175	0.8391	-2.33	KEEP	BEAR_RISK_MULT 1.5->0.6
21	-2.33	-4.27	45.31	False	False	183	38.25	3.0175	0.8391	0.0	DISCARD	SIDE_WEIGHT_MOMENTUM 0.2->0.3
22	0.0	-3.59	60.75	True	False	169	41.42	3.3292	0.7747	2.33	DISCARD	BULL_STOP_ATR_MULT 2.0->3.0
23	-2.33	-4.27	45.31	False	False	183	38.25	3.0175	0.8391	0.0	DISCARD	SIDE_WEIGHT_TREND 0.15->0.3
24	-2.33	-4.27	45.31	False	False	183	38.25	3.0175	0.8391	0.0	DISCARD	SIDE_WEIGHT_BB 0.15->0.2
25	-2.3	-4.2	45.31	False	False	183	39.89	2.9231	0.858	0.03	BELOW_THRESHOLD	SEQ_VOLUME_MIN_RATIO 0.3->0.2
26	-2.33	-4.27	45.31	False	False	183	38.25	3.0175	0.8391	0.0	DISCARD	ADAPTIVE_TP_ENABLED False->True
27	-2.33	-4.27	45.31	False	False	183	38.25	3.0175	0.8391	0.0	DISCARD	BULL_WEIGHT_TREND 0.3->0.15
28	-2.33	-4.27	45.31	False	False	183	38.25	3.0175	0.8391	0.0	DISCARD	SIDE_MAX_HOLD_BARS 72->144
29	0.0	-4.76	66.52	True	False	210	37.14	3.9518	0.8512	2.33	DISCARD	DAILY_RSI_WEIGHT 0.0->0.2
30	-2.33	-4.27	45.31	False	False	183	38.25	3.0175	0.8391	0.0	DISCARD	CUSUM_WINDOW_BARS 6->12
31	-2.33	-4.27	45.31	False	False	183	38.25	3.0175	0.8391	0.0	DISCARD	SIDE_MAX_HOLD_BARS 72->288
32	-2.33	-4.27	45.31	False	False	183	38.25	3.0175	0.8391	0.0	DISCARD	CTA_BUY_POTENTIAL_LONG_BOOST 0.0->0.05
33	-2.33	-4.27	45.31	False	False	183	38.25	3.0175	0.8391	0.0	DISCARD	BREAKOUT_LOOKBACK 48->24
34	-2.33	-4.27	45.31	False	False	183	38.25	3.0175	0.8391	0.0	DISCARD	ADAPTIVE_TP_VIX_HIGH_SCALE 1.3->2.5
35	-2.33	-4.27	45.31	False	False	183	38.25	3.0175	0.8391	0.0	DISCARD	REGIME_SMA_CROSS_WEIGHT 0.3->0.5
36	-2.33	-4.27	45.31	False	False	183	38.25	3.0175	0.8391	0.0	DISCARD	ADAPTIVE_STOP_DXY_STRONG_SCALE 0.7->0.8
37	-2.33	-4.27	45.31	False	False	183	38.25	3.0175	0.8391	0.0	DISCARD	REGIME_NLP_WEIGHT 0.25->0.2
38	0.0	-11.7	105.98	True	False	320	42.5	-0.7522	0.9855	2.33	DISCARD	SMA_FAST 30->15
39	-2.35	-4.3	45.31	False	False	183	38.25	3.0259	0.8585	-0.02	DISCARD	BULL_TRAILING_START_R 1.5->0.8
40	-2.33	-4.27	45.31	False	False	183	38.25	3.0175	0.8391	0.0	DISCARD	BULL_TRAILING_ATR_MULT 0.5->1.0
41	-1.92	-3.91	50.91	False	False	178	37.64	3.0086	0.9008	0.41	KEEP	SEQ_VOLUME_MIN_RATIO 0.3->0.7
42	-2.28	-4.65	50.92	False	False	186	39.78	3.3586	1.1286	-0.36	DISCARD	BULL_STOP_ATR_MULT 2.0->1.5
43	-1.92	-3.91	50.91	False	False	178	37.64	3.0086	0.9008	0.0	DISCARD	GARCH_BLEND_WEIGHT 0.7->0.3
44	-1.92	-3.91	50.91	False	False	178	37.64	3.0086	0.9008	0.0	DISCARD	SENTIMENT_SIGNAL_WEIGHT 0.15->0.25
45	-1.89	-4.48	57.76	False	False	180	39.44	3.9448	1.0152	0.03	BELOW_THRESHOLD	BEAR_WEIGHT_VIX 0.1->0.15
46	-1.92	-3.91	50.91	False	False	178	37.64	3.0086	0.9008	0.0	DISCARD	ADAPTIVE_STOP_HIGH_VOL_SCALE 1.2->1.3
47	-1.92	-3.91	50.91	False	False	178	37.64	3.0086	0.9008	0.0	DISCARD	ADAPTIVE_TP_FLOOR_ATR 3.0->6.0
48	-1.73	-3.73	53.48	False	False	186	37.1	3.3073	0.9715	0.19	BELOW_THRESHOLD	LIMIT_OFFSET_ATR 0.7->0.4
49	-1.92	-3.91	50.91	False	False	178	37.64	3.0086	0.9008	0.0	DISCARD	DAILY_RSI_OVERSOLD 35->40
50	-1.92	-3.91	50.91	False	False	178	37.64	3.0086	0.9008	0.0	DISCARD	SIDE_RSI_OVERBOUGHT 60->65
51	-1.91	-3.9	50.91	False	False	178	37.64	3.0075	0.8882	0.01	BELOW_THRESHOLD	BULL_TP_ATR_MULT 2.0->8.0
52	-1.48	-3.02	50.91	False	False	161	39.13	3.1711	0.8887	0.44	KEEP	BULL_STOP_ATR_MULT 2.0->3.5
53	-1.48	-3.02	50.91	False	False	161	39.13	3.1711	0.8887	0.0	DISCARD	SIDE_COMPOSITE_THRESHOLD 0.35->0.25
54	0.0	-3.59	61.9	True	False	210	40.95	3.4884	1.0588	1.48	DISCARD	BULL_WEIGHT_RSI 0.12->0.35
55	-1.5	-3.06	50.94	False	False	170	40.0	3.1804	0.9576	-0.02	DISCARD	BULL_WEIGHT_MOMENTUM 0.13->0.15
56	-1.48	-3.02	50.91	False	False	161	39.13	3.1776	0.9039	0.0	DISCARD	BEAR_TRAILING_ATR_MULT 0.8->1.2
57	-1.39	-2.2	36.56	False	False	162	38.89	1.9489	0.7784	0.09	BELOW_THRESHOLD	CONFIDENCE_HIGH_MULT 2.5->1.0
58	-1.48	-3.02	50.91	False	False	161	39.13	3.1711	0.8887	0.0	DISCARD	SIDE_TP_ATR_MULT 2.0->2.5
59	-1.48	-3.02	50.91	False	False	161	39.13	3.1711	0.8887	0.0	DISCARD	ADAPTIVE_STOP_CREDIT_STRESS_SCALE 0.9->1.0
60	0.0	-3.31	61.82	True	False	160	39.38	3.652	0.9934	1.48	DISCARD	BEAR_WEIGHT_MACRO 0.2->0.3
61	-1.56	-3.18	50.93	False	False	161	39.13	3.2163	0.8537	-0.08	DISCARD	BEAR_RSI_OVERBOUGHT 75->65
62	-1.48	-3.02	50.91	False	False	161	39.13	3.1711	0.8887	0.0	DISCARD	MIN_ATR_THRESHOLD 5.0->1.0
63	0.0	-2.93	61.75	True	False	156	37.18	3.2903	0.9098	1.48	DISCARD	RSI_PERIOD 10->12
64	-1.48	-3.02	50.91	False	False	161	39.13	3.1711	0.8887	0.0	DISCARD	INTRADE_RSI_EXTREME_TIGHTEN_ATR 0.3->0.2
65	-1.48	-3.02	50.91	False	False	161	39.13	3.1711	0.8887	0.0	DISCARD	MOMENTUM_EXIT_MIN_BARS 48->12
66	-1.48	-3.02	50.91	False	False	161	39.13	3.1711	0.8887	0.0	DISCARD	SIDE_WEIGHT_SENTIMENT 0.1->0.05
67	-1.48	-3.02	50.91	False	False	161	39.13	3.1711	0.8887	0.0	DISCARD	SIDE_TRAILING_START_R 0.5->1.2
68	0.0	-4.66	74.43	True	False	195	40.51	4.0729	0.8904	1.48	DISCARD	REGIME_VIX_WEIGHT 0.0->0.3
69	0.0	-3.02	65.25	True	False	159	40.25	3.5012	0.9813	1.48	DISCARD	BEAR_STOP_ATR_MULT 1.8->2.0
70	-1.48	-3.02	50.91	False	False	161	39.13	3.1711	0.8887	0.0	DISCARD	VOL_EXTREME_SIZE_SCALE 0.5->0.25
71	-1.48	-3.02	50.91	False	False	161	39.13	3.1711	0.8887	0.0	DISCARD	GARCH_BLEND_WEIGHT 0.7->0.2
72	-1.48	-3.02	50.91	False	False	161	39.13	3.1711	0.8887	0.0	DISCARD	ADAPTIVE_STOP_DXY_STRONG_SCALE 0.7->0.9
73	-1.7	-3.28	48.03	False	False	163	43.56	3.0453	0.8754	-0.22	DISCARD	SEQ_VOLUME_MIN_RATIO 0.7->0.2
74	-1.48	-3.02	50.91	False	False	161	39.13	3.1711	0.8887	0.0	DISCARD	SIDE_TRAILING_ATR_MULT 0.5->1.5
75	0.0	-3.22	61.81	True	False	171	39.77	3.2385	0.8434	1.48	DISCARD	BB_PERIOD 25->10
76	0.0	-3.29	60.58	True	False	161	41.61	3.4613	1.3165	1.48	DISCARD	LIMIT_OFFSET_ATR 0.7->1.0
77	-1.48	-3.02	50.91	False	False	161	39.13	3.1711	0.8887	0.0	DISCARD	SIDE_RISK_MULT 0.5->1.5
78	0.0	-3.07	66.27	True	False	161	40.37	3.478	0.8651	1.48	DISCARD	VOLUME_DRY_THRESHOLD 0.7->0.4
79	0.0	-3.58	67.71	True	False	171	37.43	3.5041	0.6577	1.48	DISCARD	REGIME_DAILY_TREND_WEIGHT 0.2->0.4
80	-1.33	-2.72	50.89	False	False	137	39.42	3.087	0.8879	0.15	BELOW_THRESHOLD	BULL_COMPOSITE_THRESHOLD 0.35->0.45
81	-1.48	-3.02	50.91	False	False	161	39.13	3.1711	0.8887	0.0	DISCARD	MIN_HOLD_BARS 24->3
82	-1.48	-3.02	50.91	False	False	161	39.13	3.1711	0.8887	0.0	DISCARD	VIX_OPPORTUNITY_LONG_BOOST 0.3->0.15
83	-1.46	-2.98	50.91	False	False	160	38.75	3.1679	0.8828	0.02	BELOW_THRESHOLD	BULL_WEIGHT_SENTIMENT 0.15->0.1
84	-1.5	-3.06	50.91	False	False	162	39.51	3.1363	0.8361	-0.02	DISCARD	BB_PERIOD 25->15
85	0.0	-3.26	71.49	True	False	165	41.21	3.3392	0.7828	1.48	DISCARD	SEQ_VOLUME_MIN_RATIO 0.7->0.3
86	-1.59	-3.24	50.93	False	False	172	38.37	3.3126	0.8692	-0.11	DISCARD	BULL_WEIGHT_VIX 0.1->0.15
87	-1.48	-3.02	50.91	False	False	161	39.13	3.1711	0.8887	0.0	DISCARD	ADAPTIVE_STOP_VIX_RISKOFF_SCALE 1.0->0.6
88	-1.48	-3.02	50.91	False	False	161	39.13	3.1711	0.8887	0.0	DISCARD	SENTIMENT_SIGNAL_WEIGHT 0.15->0.25
89	-1.48	-3.02	50.91	False	False	161	39.13	3.1711	0.8887	0.0	DISCARD	MIN_HOLD_BARS 24->12
90	-1.48	-3.02	50.91	False	False	161	39.13	3.1711	0.8887	0.0	DISCARD	REGIME_DIGEST_WEIGHT 0.05->0.15
91	-1.5	-3.06	50.91	False	False	161	38.51	3.1719	0.8917	-0.02	DISCARD	BULL_DEFENSIVE_RISK_MULT 0.3->0.4
92	-1.48	-3.02	50.91	False	False	161	39.13	3.1711	0.8887	0.0	DISCARD	CTA_FULL_DEPLOY_PCT 10.0->7.0
93	-1.48	-3.02	50.91	False	False	161	39.13	3.1711	0.8887	0.0	DISCARD	MOMENTUM_RSI_EXTREME 75->70
94	0.0	-3.92	61.67	True	False	206	37.86	3.995	0.8827	1.48	DISCARD	DAILY_ATR_VOL_ADJUST 0.05->0.1
95	0.0	-3.2	71.47	True	False	164	41.46	3.2613	0.8051	1.48	DISCARD	SEQ_VOLUME_MIN_RATIO 0.7->0.5
96	-1.48	-3.02	50.91	False	False	161	39.13	3.1711	0.8887	0.0	DISCARD	DXY_STRONG_SHORT_BOOST 0.15->0.1
97	-1.92	-3.91	50.91	False	False	178	37.64	3.0086	0.9008	-0.44	DISCARD	BULL_STOP_ATR_MULT 3.5->2.0
98	-1.48	-3.02	50.91	False	False	161	39.13	3.1711	0.8887	0.0	DISCARD	MOMENTUM_EXIT_ENABLED False->True
99	-1.48	-3.02	50.91	False	False	161	39.13	3.1711	0.8887	0.0	DISCARD	BREAKEVEN_R 1.5->1.0
100	-1.45	-2.96	50.88	False	False	162	39.51	3.1573	0.854	0.03	BELOW_THRESHOLD	BREAKEVEN_R 1.5->0.5
101	-1.48	-3.02	50.91	False	False	161	39.13	3.1711	0.8887	0.0	DISCARD	SIDE_TRAILING_ATR_MULT 0.5->0.3
102	0.0	-8.85	88.17	True	False	277	40.79	7.1987	0.8564	1.48	DISCARD	SMA_SLOW 30->100
103	-1.54	-3.14	50.91	False	False	163	38.65	3.129	0.7992	-0.06	DISCARD	REGIME_DIGEST_WEIGHT 0.05->0.2
104	-1.48	-3.02	50.91	False	False	161	39.13	3.1711	0.8887	0.0	DISCARD	REGIME_DAILY_TREND_WEIGHT 0.2->0.1
105	-1.48	-3.02	50.91	False	False	161	39.13	3.1711	0.8887	0.0	DISCARD	ADAPTIVE_TP_RSI_REVERSAL_SCALE 1.3->1.5
106	-1.43	-2.26	36.58	False	False	161	38.51	1.9921	0.7578	0.05	BELOW_THRESHOLD	CONFIDENCE_HIGH_MULT 2.5->1.2
107	-1.48	-3.02	50.91	False	False	161	39.13	3.1711	0.8887	0.0	DISCARD	SIDE_STOP_ATR_MULT 2.0->1.8
108	-1.48	-3.02	50.91	False	False	161	39.13	3.1711	0.8887	0.0	DISCARD	BREAKOUT_VOL_MULT 2.0->1.5
109	-1.48	-3.02	50.91	False	False	161	39.13	3.1711	0.8887	0.0	DISCARD	SEQ_MACRO_REJECT_THRESHOLD -0.4->-0.6
110	-1.48	-3.02	50.91	False	False	161	39.13	3.1711	0.8887	0.0	DISCARD	SENTIMENT_SIGNAL_WEIGHT 0.15->0.05
111	-1.48	-3.02	50.91	False	False	161	39.13	3.1711	0.8887	0.0	DISCARD	BULL_TRAILING_ATR_MULT 0.5->2.0
112	0.0	-3.08	65.56	True	False	169	39.05	3.6427	0.8187	1.48	DISCARD	BULL_DEFENSIVE_THRESHOLD 0.5->0.45
113	-1.48	-3.02	50.91	False	False	161	39.13	3.1711	0.8887	0.0	DISCARD	ADAPTIVE_TP_COUNTER_TREND_SCALE 1.0->0.7
114	-1.48	-3.02	50.91	False	False	161	39.13	3.1711	0.8887	0.0	DISCARD	BULL_DEFENSIVE_TP_ATR 3.0->2.0
115	-1.48	-3.02	50.91	False	False	161	39.13	3.1711	0.8887	0.0	DISCARD	SIDE_WEIGHT_MOMENTUM 0.2->0.15
116	-1.48	-3.02	50.91	False	False	161	39.13	3.1711	0.8887	0.0	DISCARD	ADAPTIVE_TP_RSI_REVERSAL_SCALE 1.3->2.0
117	-1.48	-3.02	50.91	False	False	161	39.13	3.1711	0.8887	0.0	DISCARD	INTRADE_VIX_SPIKE_TIGHTEN 0.4->0.5
118	0.0	-3.02	61.77	True	False	159	39.62	3.3597	1.0524	1.48	DISCARD	BULL_RSI_OVERSOLD 30->20
119	-1.48	-3.02	50.91	False	False	161	39.13	3.1711	0.8887	0.0	DISCARD	REGIME_DAILY_TREND_WEIGHT 0.2->0.25
120	0.0	-3.94	65.39	True	False	175	37.71	3.2941	0.8692	1.48	DISCARD	BEAR_STOP_ATR_MULT 1.8->1.2
121	-0.46	-0.8	43.15	False	False	143	42.66	2.3866	0.7853	1.02	KEEP	BEAR_STOP_ATR_MULT 1.8->3.5
122	-0.74	-1.3	43.32	False	False	193	43.52	2.5003	0.9083	-0.28	DISCARD	BULL_WEIGHT_RSI 0.12->0.35
123	-1.14	-2.13	46.53	False	False	141	41.13	2.3489	0.7647	-0.68	DISCARD	BEAR_TP_ATR_MULT 2.0->8.0
124	-0.46	-0.8	43.15	False	False	143	42.66	2.3866	0.7853	0.0	DISCARD	INTRADE_RSI_EXTREME_TIGHTEN_ATR 0.3->0.5
125	-1.19	-1.99	39.94	False	False	137	40.88	2.1796	0.7118	-0.73	DISCARD	VOLUME_SIGNAL_WEIGHT 0.15->0.1
126	-0.48	-0.85	43.18	False	False	144	41.67	2.3725	0.8088	-0.02	DISCARD	BULL_DEFENSIVE_STOP_ATR 3.0->2.0
127	0.0	-1.54	75.28	True	False	143	42.66	4.3418	0.9481	0.46	DISCARD	BEAR_RISK_MULT 0.6->1.5
128	-0.73	-1.35	45.99	False	False	164	40.24	3.0044	0.7666	-0.27	DISCARD	VIX_COMPLACENCY_SHORT_BOOST 0.05->0.15
129	-0.46	-0.8	43.15	False	False	143	42.66	2.3866	0.7853	0.0	DISCARD	CREDIT_WIDENING_SHORT_BOOST 0.0->0.1
130	-0.45	-0.79	43.14	False	False	143	43.36	2.3764	0.8154	0.01	BELOW_THRESHOLD	VOLUME_DRY_THRESHOLD 0.7->0.4
131	-0.44	-0.81	45.85	False	False	144	42.36	2.5211	0.7395	0.02	BELOW_THRESHOLD	RSI_FAST_OVERBOUGHT 80->75
132	-0.46	-0.8	43.15	False	False	143	42.66	2.3857	0.7829	0.0	DISCARD	BULL_TRAILING_START_R 1.5->1.0
133	-0.51	-0.89	43.21	False	False	149	40.94	2.3548	0.7366	-0.05	DISCARD	BULL_RSI_OVERBOUGHT 80->70
134	-1.25	-2.2	43.15	False	False	143	41.26	2.3392	0.7646	-0.79	DISCARD	ADAPTIVE_TP_VIX_ELEVATED_SCALE 1.0->1.5
135	-1.58	-2.78	43.35	False	False	176	42.05	2.734	0.8455	-1.12	DISCARD	DAILY_RSI_WEIGHT 0.0->0.25
136	-0.46	-0.8	43.15	False	False	143	42.66	2.3866	0.7853	0.0	DISCARD	SIDE_TRAILING_ATR_MULT 0.5->1.0
137	-0.46	-0.8	43.15	False	False	143	42.66	2.3866	0.7853	0.0	DISCARD	REGIME_NLP_WEIGHT 0.25->0.1
138	0.0	-1.13	68.27	True	False	143	44.76	2.9511	0.8326	0.46	DISCARD	COOLDOWN_LOSS_STREAK_MULT 2.0->1.5
139	-0.46	-0.8	43.15	False	False	143	42.66	2.3866	0.7853	0.0	DISCARD	ADAPTIVE_STOP_HIGH_VOL_SCALE 1.2->1.0
140	0.0	-1.25	66.67	True	False	150	42.0	2.9154	0.6492	0.46	DISCARD	REGIME_PARTICLE_WEIGHT 0.1->0.2
141	-0.61	-1.07	43.31	False	False	146	41.78	2.5117	0.828	-0.15	DISCARD	STREAK_LOOKBACK 5->3
142	-0.46	-0.8	43.15	False	False	143	42.66	2.3866	0.7853	0.0	DISCARD	REGIME_DIGEST_WEIGHT 0.05->0.0
143	-0.46	-0.8	43.15	False	False	143	42.66	2.3866	0.7853	0.0	DISCARD	MIN_HOLD_BARS 24->3
144	-0.46	-0.8	43.15	False	False	143	42.66	2.3866	0.7853	0.0	DISCARD	GARCH_EXTREME_VOL_THRESHOLD 2.5->1.3
145	-0.46	-0.8	43.15	False	False	143	42.66	2.3866	0.7853	0.0	DISCARD	VOL_EXTREME_SIZE_SCALE 0.5->0.6
146	-0.19	-0.34	44.73	False	False	127	43.31	2.2127	0.8983	0.27	KEEP	VOLUME_SIGNAL_WEIGHT 0.15->0.05
147	-0.9	-1.58	42.87	False	False	111	36.94	2.1734	0.9123	-0.71	DISCARD	RSI_PERIOD 10->21
148	-0.19	-0.34	44.73	False	False	127	43.31	2.2127	0.8983	0.0	DISCARD	VOL_HIGH_SIZE_SCALE 0.5->0.75
149	-1.02	-1.72	40.66	False	False	149	45.64	2.4218	1.0592	-0.83	DISCARD	BULL_STOP_ATR_MULT 3.5->1.2
150	-0.29	-0.53	44.79	False	False	127	42.52	2.3424	0.7986	-0.1	DISCARD	BULL_DEFENSIVE_RISK_MULT 0.3->0.8
151	-0.03	-0.06	44.62	False	False	107	40.19	2.0652	0.9002	0.16	BELOW_THRESHOLD	DAILY_ATR_VOL_ADJUST 0.05->0.0
152	-0.9	-1.63	45.16	False	False	208	41.35	2.5499	0.8368	-0.71	DISCARD	BULL_COMPOSITE_THRESHOLD 0.35->0.2
153	-0.19	-0.34	44.73	False	False	127	43.31	2.2127	0.8983	0.0	DISCARD	MOMENTUM_EXIT_MIN_BARS 48->24
154	-0.96	-1.74	44.74	False	False	128	43.75	2.1353	0.9441	-0.77	DISCARD	VOLUME_AVG_LOOKBACK 10->20
155	-0.19	-0.34	44.73	False	False	127	43.31	2.2127	0.8983	0.0	DISCARD	INTRADE_VIX_SPIKE_TIGHTEN 0.4->0.3
156	-0.19	-0.34	44.73	False	False	127	43.31	2.2127	0.8983	0.0	DISCARD	ADAPTIVE_TP_COUNTER_TREND_SCALE 1.0->0.6
157	-0.19	-0.34	44.73	False	False	127	43.31	2.2127	0.8983	0.0	DISCARD	CONFIDENCE_LOW_MULT 0.3->0.5
158	-0.98	-1.55	36.34	False	False	121	43.8	2.1824	0.8152	-0.79	DISCARD	BEAR_RSI_OVERSOLD 40->25
159	-0.16	-0.29	44.72	False	False	126	45.24	2.2312	0.9407	0.03	BELOW_THRESHOLD	INTRADE_VIX_SPIKE_THRESHOLD 3.0->10.0
160	-0.18	-0.29	39.76	False	False	125	42.4	2.0582	0.868	0.01	BELOW_THRESHOLD	BULL_MAX_HOLD_BARS 288->432
161	-0.19	-0.34	44.73	False	False	127	43.31	2.2127	0.8983	0.0	DISCARD	SIDE_WEIGHT_SENTIMENT 0.1->0.15
162	-0.19	-0.34	44.73	False	False	127	43.31	2.2127	0.8983	0.0	DISCARD	MOMENTUM_EXIT_MIN_BARS 48->6
163	-0.19	-0.34	44.73	False	False	127	43.31	2.2127	0.8983	0.0	DISCARD	BULL_TRAILING_ATR_MULT 0.5->1.2
164	0.0	-3.11	65.34	True	False	170	41.76	3.7059	0.6767	0.19	DISCARD	BEAR_WEIGHT_MOMENTUM 0.1->0.3
165	-0.27	-0.59	54.03	False	False	133	40.6	2.5506	0.7904	-0.08	DISCARD	BEAR_STOP_ATR_MULT 3.5->2.5
